"Last Completion Date","Son Tamamlanma Tarixi"
"Asset Maintenance Team","Aktiv Baxım Komandası"
"Maintenance Team Name","Baxım Komandasının Adı"
"Maintenance Team Members","Baxım Komandasının Üzvləri"
"Purpose","Məqsəd"
"Stock Manager","Stok Meneceri"
"Asset Movement Item","Aktiv Hərəkəti Məhsulu"
"Source Location","Mənbə Yeri"
"From Employee","İşçidən"
"Target Location","Hədəf Yeri"
"To Employee","İşçiyə"
"Asset Repair","Aktiv Təmiri"
"Failure Date","Xəta Tarixi"
"Assign To Name","Təyin Edin"
"Repair Status","Təmir Statusu"
"Error Description","Xəta Təsviri"
"Downtime","Boş Dayanma Müddəti"
"Repair Cost","Təmir Xərci"
"Manufacturing Manager","İstehsalat Meneceri"
"Current Asset Value","Cari Aktiv Dəyəri"
"New Asset Value","Yeni Aktiv Dəyəri"
"Make Depreciation Entry","Amortizasiya Girişi Edin"
"Finance Book Id","Maliyyə Kitabı İD"
"Location Name","Məkan Adı"
"Parent Location","Ana Məkan"
"Is Container","Konteynerdir"
"Check if it is a hydroponic unit","Hidroponik qurğu olduğunu yoxlayın"
"Location Details","Məkan Detalları"
"Latitude","Enlik"
"Longitude","Uzunluq"
"Area","Sahə"
"Area UOM","Sahə Vahidi"
"Tree Details","Ağac Detalları"
"Maintenance Team Member","Baxım Komandasının Üzvü"
"Team Member","Komanda Üzvü"
"Maintenance Role","Baxım Rolu"
"Buying Settings","Satınalma Parametrləri"
"Settings for Buying Module","Satınalma Modulu üçün Parametrlər"
"Supplier Naming By","Təchizatçının Adlandırılması"
"Default Supplier Group","Əsas Təchizatçı Qrupu"
"Default Buying Price List","Əsas Satınalma Qiymət Cədvəli"
"Backflush Raw Materials of Subcontract Based On","Subpodrat Xammalının Avtomatik Silinmə Əsası"
"Material Transferred for Subcontract","Subpodrat üçün Transfer Edilən Material"
"Over Transfer Allowance (%)","Həddindən Artıq Transfer Tolerantlığı (%)"
"Percentage you are allowed to transfer more against the quantity ordered. For example: If you have ordered 100 units. and your Allowance is 10% then you are allowed to transfer 110 units.","Sifariş edilən miqdardan daha çox transfer etməyə icazə verilən faiz. Məsələn: 100 ədəd sifariş etmisinizsə və Tolerantlığınız 10% təşkil edirsə, o zaman 110 ədəd transfer etməyə icazə verilir."
"Get Items from Open Material Requests","Açıq Material Tələblərindən Məhsulları Gətir"
"Fetch items based on Default Supplier.","Əsas Təchizatçıya əsasən məhsulları gətirin."
"Required By","Tələb Edən"
"Order Confirmation No","Sifariş Təsdiq Nömrəsi"
"Order Confirmation Date","Sifariş Təsdiq Tarixi"
"Customer Mobile No","Müştəri Mobil Nömrəsi"
"Customer Contact Email","Müştəri Əlaqə E-poçtu"
"Set Target Warehouse","Giriş Anbarını Təyin Et"
"Sets 'Warehouse' in each row of the Items table.","Məhsullar cədvəlinin hər sətrində 'Anbar' təyin edir."
"Supply Raw Materials","Xammal Təchizatı"
"Purchase Order Pricing Rule","Satınalma Sifarişi Qiymət Qaydası"
"Set Reserve Warehouse","Rezerv Anbarını Təyin Et"
"In Words will be visible once you save the Purchase Order.","Məbləğ sözləri Satınalma Sifarişini yadda saxladıqdan sonra görünəcək."
"Advance Paid","Avans Ödəniş"
"Tracking","İzləmə"
"% Billed","% Faturalanıb"
"% Received","% Qəbul edildi"
"Ref SQ","SQ İstinadı"
"Inter Company Order Reference","Şirkətlərarası Sifariş İstinadı"
"Supplier Part Number","Təchizatçı Partiya Nömrəsi"
"Billed Amt","Faturalanan Məbləğ"
"Warehouse and Reference","Anbar və İstinad"
"To be delivered to customer","Müştəriyə çatdırılacaq"
"Material Request Item","Material Tələb Məhsulu"
"Supplier Quotation Item","Təchizatçı Təklif Məhsulu"
"Against Blanket Order","Ümumi Sifarişə Qarşı"
"Blanket Order","Ümumi sifariş"
"Blanket Order Rate","Ümumi Sifariş Qiyməti"
"Returned Qty","Qaytarılan Miqdar"
"Purchase Order Item Supplied","Təchiz Edilən Satınalma Sifarişi Məhsulu"
"BOM Detail No","Resept Detal No"
"Stock Uom","Stok Vahidi"
"Raw Material Item Code","Xammal Məhsul Kodu"
"Supplied Qty","Təchiz Edilən Miqdar"
"Purchase Receipt Item Supplied","Təchiz Edilən Satınalma Qaiməsi Məhsulu"
"Current Stock","Cari Stok"
"For individual supplier","Fərdi təchizatçı üçün"
"Link to Material Requests","Material Tələblərinə Keçid"
"Message for Supplier","Təchizatçı üçün Mesaj"
"Request for Quotation Item","Təklif Sorğusu Məhsulu"
"Required Date","Tələb olunan tarix"
"Request for Quotation Supplier","Təklif Sorğusu Təchizatçısı"
"Send Email","E-poçt Göndər"
"Quote Status","Təklif Statusu"
"Download PDF","PDF Yüklə"
"Supplier of Goods or Services.","Malların və ya Xidmətlərin Təchizatçısı."
"Name and Type","Ad və Növ"
"Default Bank Account","Əsas Bank Hesabı"
"Is Transporter","Nəqliyyatçıdır"
"Represents Company","Şirkət Təmsilcisi"
"Supplier Type","Təchizatçı Növü"
"Allow Purchase Invoice Creation Without Purchase Order","Satınalma Fakturasının Satınalma Sifariş siz Əlava edilməsinə icazə ver"
"Allow Purchase Invoice Creation Without Purchase Receipt","Satınalma Fakturasının Satınalma Qaimə siz Əlavə edilməsinə icazə ver"
"Warn RFQs","RFQ-lar barədə xəbərdarlıq et"
"Warn POs","PO-lar barədə xəbərdarlıq et"
"Prevent RFQs","RFQ-ların qarşısını al"
"Prevent POs","PO-ların qarşısını al"
"Billing Currency","Faktura Valyutası"
"Default Payment Terms Template","Əsas Ödəniş Şərtləri Şablonu"
"Block Supplier","Təchizatçını blok et"
"Hold Type","Saxlama Növü"
"Leave blank if the Supplier is blocked indefinitely","Təchizatçı qeyri-müəyyən müddətə bloklanıbsa, boş buraxın"
"Default Payable Accounts","Əsas Kredit Hesabı"
"Mention if non-standard payable account","Qeyri-standart kreditor hesabını qeyd edin"
"Default Tax Withholding Config","Əsas Vergi Tutma Konfiqurasiyası"
"Supplier Details","Təchizatçı Təfərrüatları"
"Statutory info and other general information about your Supplier","Təchizatçınız haqqında qanuni məlumat və digər ümumi məlumatlar"
"Supplier Address","Təchizatçı Ümvanı"
"Link to material requests","Material tələblərinə keçid"
"Rounding Adjustment (Company Currency","Yuvarlaqlaşdırma Düzəlişi (Şirkət Valyutası"
"Auto Repeat Section","Avtomatik Təkrar Bölməsi"
"Is Subcontracted","Subpodratdır"
"Lead Time in days","Çatdırılma Müddəti (Gün)"
"Supplier Score","Təchizatçı Xalı"
"Indicator Color","Göstərici Rəngi"
"Evaluation Period","Qiymətləndirmə Dövrü"
"Per Week","Həftəlik"
"Per Month","Aylıq"
"Per Year","İllik"
"Scoring Setup","Qiymətləndirmə Parametrləri"
"Weighting Function","Çəki Funksiyası"
"Scorecard variables can be used, as well as:
{total_score} (the total score from that period),
{period_number} (the number of periods to present day)
","Qiymətləndirmə kartı dəyişənləri istifadə edilə bilər, həmçinin:
{total_score} (həmin dövrün ümumi xalı),
{period_number} (indiki günə qədər olan dövrlərin sayı)
"
"Scoring Standings","Qiymətləndirmə Statusları"
"Criteria Setup","Meyar Parametrləri"
"Load All Criteria","Bütün Meyarları Yüklə"
"Scoring Criteria","Qiymətləndirmə Meyarları"
"Scorecard Actions","Qiymətləndirmə Kartı Əməliyyatları"
"Warn for new Request for Quotations","Yeni Təklif Sorğuları üçün Xəbərdarlıq Et"
"Warn for new Purchase Orders","Yeni Satınalma Sifarişləri üçün Xəbərdarlıq Et"
"Notify Supplier","Təchizatçını Məlumatlandır"
"Notify Employee","İşçini Məlumatlandır"
"Supplier Scorecard Criteria","Təchizatçı Qiymətləndirmə Meyarları"
"Criteria Name","Meyar Adı"
"Max Score","Maksimum Xal"
"Criteria Formula","Meyar Düsturu"
"Criteria Weight","Meyar Çəkisi"
"Supplier Scorecard Period","Təchizatçı Qiymətləndirmə Dövrü"
"Period Score","Dövr Xalı"
"Calculations","Hesablamalar"
"Criteria","Meyarlar"
"Variables","Dəyişənlər"
"Supplier Scorecard Setup","Təchizatçı Qiymətləndirmə Quraşdırması"
"Supplier Scorecard Scoring Criteria","Təchizatçı Qiymətləndirmə Xal Meyarları"
"Score","Xal"
"Supplier Scorecard Scoring Standing","Təchizatçı Qiymətləndirmə Statusu"
"Standing Name","Status Adı"
"Purple","Bənövşəyi"
"Yellow","Sarı"
"Orange","Narıncı"
"Min Grade","Min Dərəcə"
"Max Grade","Maks Dərəcə"
"Warn Purchase Orders","Satınalma Sifarişləri barədə Xəbərdarlıq Et"
"Prevent Purchase Orders","Satınalma Sifarişlərinin Qarşısını Al"
"Employee","İşçi"
"Supplier Scorecard Scoring Variable","Təchizatçı Qiymətləndirmə Dəyişkəni"
"Variable Name","Dəyişən Adı"
"Parameter Name","Parametr Adı"
"Supplier Scorecard Standing","Təchizatçı Qiymətləndirmə Statusu"
"Notify Other","Digərlərini Məlumatlandır"
"Supplier Scorecard Variable","Təchizatçı Qiymətləndirmə Dəyişkəni"
"Call Log","Zəng Jurnalı"
"Received By","Qəbul Edən"
"Caller Information","Zəng Edən Məlumatı"
"Contact Name","Əlaqə Adı"
"Lead","Potensial Müştəri"
"Lead Name","Potensial Müştəri Adı"
"Ringing","Zəng Çalır"
"Missed","Buraxılmış"
"Call Duration in seconds","Zəng Müddəti saniyə ilə"
"Recording URL","Səs Yazısı URL"
"Communication Medium","Əlaqə Vasitəsi"
"Communication Medium Type","Əlaqə Vasitəsi Növü"
"Voice","Səs"
"Catch All","Hamısını Tut"
"If there is no assigned timeslot, then communication will be handled by this group","Təyin edilmiş vaxt aralığı yoxdursa, əlaqə bu qrup tərəfindən idarə olunacaq"
"Timeslots","Vaxt Aralıqları"
"Communication Medium Timeslot","Əlaqə Vasitəsi Vaxt Aralığı"
"Employee Group","İşçi Qrupu"
"Appointment","Randevu"
"Scheduled Time","Planlaşdırılmış Vaxt"
"Unverified","Təsdiqlənməmiş"
"Customer Details","Müştəri Detalları"
"Phone Number","Telefon Nömrəsi"
"Skype ID","Skype ID"
"Linked Documents","Əlaqəli Sənədlər"
"Appointment With","Kim ilə Randevu"
"Calendar Event","Təqvim Hadisəsi"
"Appointment Booking Settings","Randevu Rezervasiya Parametrləri"
"Enable Appointment Scheduling","Randevu Planlaşdırmanı Aktivləşdirin"
"Agent Details","Agent Detalları"
"Availability Of Slots","Slotların Mövcudluğu"
"Number of Concurrent Appointments","Eyni vaxtda Randevuların Sayı"
"Agents","Agentlər"
"Appointment Details","Randevu Təfərrüatları"
"Appointment Duration (In Minutes)","Randevu Müddəti (Dəqiqə ilə)"
"Notify Via Email","E-poçt vasitəsilə bildirin"
"Notify customer and agent via email on the day of the appointment.","Randevu günü müştəriyə və agentə e-poçt vasitəsilə bildiriş göndərin."
"Number of days appointments can be booked in advance","Randevuların əvvəlcədən rezerv edilə biləcəyi günlərin sayı"
"Success Settings","Uğur Parametrləri"
"Success Redirect URL","Uğurlu Yönləndirmə URL-i"
"Appointment Booking Slots","Randevu Rezervasiya Slotları"
"Day Of Week","Həftənin Günü"
"From Time","Vaxtdan"
"Campaign Email Schedule","Kampaniya E-poçt Cədvəli"
"Send After (days)","Sonra Göndər (gün)"
"Signed","İmzalanmış"
"Party User","Tərəf İstifadəçisi"
"Unsigned","İmzalanmamış"
"Fulfilment Status","İcra Statusu"
"N/A","Tətbiq edilmir"
"Unfulfilled","İcra edilməmiş"
"Partially Fulfilled","Qismən İcra edilmiş"
"Fulfilled","İcra edilmiş"
"Lapsed","Vaxtı keçmiş"
"Contract Period","Müqavilə Müddəti"
"Signee Details","İmzalayan Şəxsin Məlumatları"
"Signee","İmzalayan"
"Signed On","İmzalanma Tarixi"
"Contract Details","Müqavilə Detalları"
"Contract Template","Müqavilə Şablonu"
"Contract Terms","Müqavilə Şərtləri"
"Fulfilment Details","İcra Detalları"
"Requires Fulfilment","İcra Tələb edir"
"Fulfilment Deadline","İcra Son Tarixi"
"Fulfilment Terms","İcra Şərtləri"
"Contract Fulfilment Checklist","Müqavilə İcra Yoxlama Siyahısı"
"Requirement","Tələb"
"Contract Terms and Conditions","Müqavilə Qaydaları və Şərtlər"
"Fulfilment Terms and Conditions","İcra Qaydaları və Şərtlər"
"Contract Template Fulfilment Terms","Müqavilə Şablonu İcra Şərtləri"
"Email Campaign","E-poçt Kampaniyası"
"Email Campaign For","E-poçt Kampaniyası Üçün"
"Lead is an Organization","Potensial Müştəri Təşkilatdır"
"Person Name","Şəxsin Adı"
"Lost Quotation","İtirilmiş Təklif"
"Interested","Maraqlıdır"
"Converted","Çevrilmiş"
"Do Not Contact","Əlaqə Saxlamayın"
"From Customer","Müştəridən"
"Campaign Name","Kampaniya Adı"
"Follow Up","İzləmə"
"Next Contact By","Növbəti Əlaqə Vasitəsi"
"Next Contact Date","Növbəti Əlaqə Tarixi"
"Ends On","Bitir"
"Address & Contact","Ünvan və Əlaqə"
"Mobile No.","Mobil Nömrə"
"Lead Type","Potensial Müştəri Növü"
"Channel Partner","Kanal Tərəfdaşı"
"Consultant","Məsləhətçi"
"Market Segment","Bazar Seqmenti"
"Industry","Sənaye"
"Request Type","Sorğu Növü"
"Product Enquiry","Məhsul Sorğusu"
"Request for Information","Məlumat Sorğusu"
"Suggestions","Təkliflər"
"Blog Subscriber","Bloq Abunəçisi"
"LinkedIn Settings","LinkedIn Parametrləri"
"Company ID","Şirkət ID"
"OAuth Credentials","OAuth Etimadnamələri"
"Consumer Key","İstehlakçı Açarı"
"Consumer Secret","İstehlakçı Məxviliyi"
"User Details","İstifadəçi Məlumatları"
"Person URN","Şəxs URN"
"Session Status","Sessiya Statusu"
"Lost Reason Detail","İtirmə Səbəbi Detalı"
"Opportunity Lost Reason","Fürsət İtirmə Səbəbi"
"Potential Sales Deal","Potensial Satış Sövdələşməsi"
"Opportunity From","Fürsət Mənbəyi"
"Customer / Lead Name","Müştəri / Potensial Müştəri Adı"
"Opportunity Type","Fürsət Növü"
"Converted By","Çevirən"
"Sales Stage","Satış Mərhələsi"
"Lost Reason","İtirmə Səbəbi"
"Expected Closing Date","Gözlənilən Bağlanma Tarixi"
"To Discuss","Müzakirə Ediləcək"
"With Items","Məhsullarla"
"Probability (%)","Ehtimal (%)"
"Contact Info","Əlaqə Məlumatı"
"Customer / Lead Address","Müştəri / Potensial Müştəri Ünvanı"
"Contact Mobile No","Əlaqə Mobil Nömrəsi"
"Enter name of campaign if source of enquiry is campaign","Sorğu mənbəyi kampaniyadırsa, kampaniyanın adını daxil edin"
"Opportunity Date","Fürsət Tarixi"
"Opportunity Item","Fürsət Məhsulu"
"Basic Rate","Əsas Qiymət"
"Stage Name","Mərhələ Adı"
"Social Media Post","Sosial Media Paylaşımı"
"Post Status","Paylaşım Statusu"
"Posted","Paylaşıldı"
"Share On","Paylaş"
"Twitter","Twitter"
"LinkedIn","LinkedIn"
"Twitter Post Id","Twitter Paylaşım İD"
"LinkedIn Post Id","LinkedIn Paylaşım İD"
"Tweet","Tvit"
"Twitter Settings","Twitter Parametrləri"
"API Secret Key","API Məxvilik Açarı"
"Term Name","Dövr Adı"
"Term Start Date","Dövr Başlama Tarixi"
"Term End Date","Dövr Bitmə Tarixi"
"Academics User","Akademik İstifadəçi"
"Academic Year Name","Tədris İli Adı"
"Article","Məqalə"
"LMS User","LMS İstifadəçisi"
"Assessment Criteria Group","Qiymətləndirmə Meyarı Qrupu"
"Assessment Group Name","Qiymətləndirmə Qrupu Adı"
"Parent Assessment Group","Ana Qiymətləndirmə Qrupu"
"Assessment Name","Qiymətləndirmə Adı"
"Grading Scale","Qiymətləndirmə Şkalası"
"Examiner","Mümtəhan"
"Examiner Name","Mümtəhan Adı"
"Supervisor","Rəhbər"
"Supervisor Name","Rəhbər Adı"
"Evaluate","Qiymətləndirmək"
"Maximum Assessment Score","Maksimum Qiymətləndirmə Balı"
"Assessment Plan Criteria","Qiymətləndirmə Planı Meyarları"
"Maximum Score","Maksimum Bal"
"Grade","Qiymət"
"Assessment Result Detail","Qiymətləndirmə Nəticəsi Detalı"
"Assessment Result Tool","Qiymətləndirmə Nəticəsi Aləti"
"Result HTML","Nəticə HTML"
"Content Activity","Məzmun Fəaliyyəti"
"Last Activity","Son Fəaliyyət"
"Content Question","Məzmun Sualı"
"Question Link","Sual Linki"
"Course Name","Kurs Adı"
"Topics","Mövzular"
"Hero Image","Əsas Şəkil"
"Default Grading Scale","Əsas Qiymətləndirmə Şkalası"
"Education Manager","Təhsil Meneceri"
"Course Activity","Kurs Fəaliyyəti"
"Course Enrollment","Kursa Qeydiyyat"
"Activity Date","Fəaliyyət Tarixi"
"Course Assessment Criteria","Kurs Qiymətləndirmə Meyarları"
"Weightage","Çəki"
"Course Content","Kurs Məzmunu"
"Quiz","Viktorina"
"Program Enrollment","Proqrama Qeydiyyat"
"Enrollment Date","Qeydiyyat Tarixi"
"Instructor Name","Təlimatçı Adı"
"Course Scheduling Tool","Kurs Planlaşdırma Aləti"
"Course Start Date","Kursun Başlama Tarixi"
"To TIme","Bitmə Saatı"
"Course End Date","Kursun Bitmə Tarixi"
"Course Topic","Kurs Mövzusu"
"Topic Name","Mövzu Adı"
"Education Settings","Təhsil Parametrləri"
"Current Academic Year","Cari Tədris İli"
"Current Academic Term","Cari Tədris Dövrü"
"Attendance Freeze Date","Davamiyyətin Dondurulma Tarixi"
"Validate Batch for Students in Student Group","Tələbə Qrupundakı Tələbələr üçün Partiyanı Yoxla"
"For Batch based Student Group, the Student Batch will be validated for every Student from the Program Enrollment.","Partiya əsaslı Tələbə Qrupu üçün, Tələbə Partiyası Proqrama Qeydiyyatdan keçən hər bir Tələbə üçün yoxlanılacaq."
"Validate Enrolled Course for Students in Student Group","Tələbə Qrupundakı Tələbələr üçün Qeydiyyatdan Keçmiş Kursu Yoxla"
"For Course based Student Group, the Course will be validated for every Student from the enrolled Courses in Program Enrollment.","Kurs əsaslı Tələbə Qrupu üçün, Kurs Proqrama Qeydiyyatdakı qeydiyyatdan keçmiş Kurslardan hər bir Tələbə üçün yoxlanılacaq."
"Make Academic Term Mandatory","Tədris Dövrünü Məcburi Et"
"If enabled, field Academic Term will be Mandatory in Program Enrollment Tool.","Aktiv edilərsə, Proqrama Qeydiyyat Alətində Tədris Dövrü sahəsi Məcburi olacaq."
"Skip User creation for new Student","Yeni Tələbə üçün İstifadəçi yaradılmasını ötür"
"By default, a new User is created for every new Student. If enabled, no new User will be created when a new Student is created.","Susmaya görə, hər bir yeni Tələbə üçün yeni İstifadəçi yaradılır. Aktiv edilərsə, yeni Tələbə yaradıldıqda yeni İstifadəçi yaradılmayacaq."
"Instructor Records to be created by","Təlimatçı Qeydlərinin yaradılma vasitəsi"
"Employee Number","İşçi Nömrəsi"
"Fee Category","Ödəniş Kateqoriyası"
"Fee Component","Ödəniş Komponenti"
"Fees Category","Ödənişlər Kateqoriyası"
"Fee Schedule","Ödəniş Cədvəli"
"Fee Structure","Ödəniş Strukturu"
"Fee Creation Status","Ödəniş Yaratma Statusu"
"In Process","Prosesdədir"
"Send Payment Request Email","Ödəniş Tələbi E-poçtu Göndər"
"Student Category","Tələbə Kateqoriyası"
"Fee Breakup for each student","Hər tələbə üçün Ödəniş Bölgüsü"
"Total Amount per Student","Tələbə başına Ümumi Məbləğ"
"Institution","İnstitut"
"Fee Schedule Program","Ödəniş Cədvəli Proqramı"
"Student Batch","Tələbə Partiyası"
"Total Students","Cəmi Tələbələr"
"Fee Schedule Student Group","Ödəniş Cədvəli Tələbə Qrupu"
"Include Payment","Ödənişi Daxil Et"
"Send Payment Request","Ödəniş Tələbi Göndər"
"Student Details","Tələbə Təfərrüatları"
"Student Email","Tələbə E-poçtu"
"Grading Scale Name","Qiymətləndirmə Şkalası Adı"
"Grading Scale Intervals","Qiymətləndirmə Şkalası İntervalları"
"Intervals","İntervallar"
"Grading Scale Interval","Qiymətləndirmə Şkalası İntervalı"
"Grade Code","Qiymət Kodu"
"Threshold","Hədd"
"Grade Description","Qiymət Təsviri"
"Guardian","Qəyyum"
"Guardian Name","Qəyyum Adı"
"Alternate Number","Alternativ Nömrə"
"Occupation","Məşğulluq"
"Work Address","İş Ünvanı"
"Guardian Of","Qəyyumu"
"Students","Tələbələr"
"Guardian Interests","Qəyyum Maraqları"
"Guardian Interest","Qəyyum Marağı"
"Interest","Maraq"
"Guardian Student","Qəyyum Tələbə"
"Instructor Log","Təlimatçı Jurnalı"
"Other details","Digər detallar"
"Option","Seçim"
"Is Correct","Doğrudur"
"Program Name","Proqram Adı"
"Program Abbreviation","Proqram İxtisarı"
"Courses","Kurslar"
"Is Published","Dərc Edilib"
"Allow Self Enroll","Öz-özünə Qeydiyyata İcazə Ver"
"Is Featured","Seçilmişdir"
"Intro Video","Giriş Videosu"
"Program Course","Proqram Kursu"
"School House","Məktəb Evi"
"Boarding Student","Yataqxana Tələbəsi"
"Check this if the Student is residing at the Institute's Hostel.","Tələbə İnstitutun Yataqxanasında qalırsa, bunu işarələyin."
"Walking","Piyada"
"Institute's Bus","İnstitutun Avtobusu"
"Self-Driving Vehicle","Şəxsi Nəqliyyat Vasitəsi"
"Pick/Drop by Guardian","Qəyyum tərəfindən Gətirilmə/Götürülmə"
"Enrolled courses","Qeydiyyatdan keçmiş kurslar"
"Program Enrollment Course","Proqrama Qeydiyyat Kursu"
"Program Enrollment Fee","Proqrama Qeydiyyat Ödənişi"
"Program Enrollment Tool","Proqrama Qeydiyyat Aləti"
"Get Students From","Tələbələri Buradan Al"
"Student Applicant","Tələbə Namizədi"
"Get Students","Tələbələri Gətir"
"Enrollment Details","Qeydiyyat Detalları"
"New Program","Yeni Proqram"
"New Student Batch","Yeni Tələbə Partiyası"
"Enroll Students","Tələbələri Qeydiyyata Al"
"New Academic Year","Yeni Tədris İli"
"New Academic Term","Yeni Tədris Dövrü"
"Program Enrollment Tool Student","Proqrama Qeydiyyat Aləti Tələbəsi"
"Student Batch Name","Tələbə Partiyası Adı"
"Program Fee","Proqram Ödənişi"
"Question","Sual"
"Single Correct Answer","Tək Doğru Cavab"
"Multiple Correct Answer","Çox Doğru Cavab"
"Quiz Configuration","Viktorina Konfiqurasiyası"
"Passing Score","Keçid Balı"
"Score out of 100","100 üzərindən bal"
"Max Attempts","Maksimum Cəhdlər"
"Enter 0 to waive limit","Limiti ləğv etmək üçün 0 daxil edin"
"Grading Basis","Qiymətləndirmə Əsası"
"Latest Highest Score","Son Ən Yüksək Bal"
"Latest Attempt","Son Cəhd"
"Quiz Activity","Viktorina Fəaliyyəti"
"Enrollment","Qeydiyyat"
"Pass","Keçdi"
"Quiz Question","Viktorina Sualı"
"Quiz Result","Viktorina Nəticəsi"
"Selected Option","Seçilmiş Variant"
"Correct","Doğru"
"Wrong","Yanlış"
"Room Name","Otaq Adı"
"Room Number","Otaq Nömrəsi"
"Seating Capacity","Oturacaq Tutumu"
"House Name","Ev Adı"
"Student Mobile Number","Tələbənin Mobil Nömrəsi"
"Blood Group","Qan Qrupu"
"Nationality","Milliyət"
"Home Address","Ev Ünvanı"
"Guardian Details","Qəyyum Detalları"
"Guardians","Qəyyumlar"
"Sibling Details","Bacı-Qardaş Detalları"
"Siblings","Bacı-Qardaşlar"
"Exit","Çıxış"
"Date of Leaving","Çıxış Tarixi"
"Leaving Certificate Number","Çıxış Sertifikatı Nömrəsi"
"Reason For Leaving","Çıxma Səbəbi"
"Student Admission","Tələbə Qəbulu"
"Admission Start Date","Qəbulun Başlama Tarixi"
"Admission End Date","Qəbulun Bitmə Tarixi"
"Eligibility and Details","Uyğunluq və Detallar"
"Student Admission Program","Tələbə Qəbulu Proqramı"
"Minimum Age","Minimum Yaş"
"Maximum Age","Maksimum Yaş"
"Application Fee","Müraciət Ödənişi"
"Naming Series (for Student Applicant)","Adlandırma Seriyası (Tələbə Namizədi üçün)"
"LMS Only","Yalnız LMS"
"Application Date","Müraciət Tarixi"
"Student Attendance Tool","Tələbə Davamiyyət Aləti"
"Group Based On","Qrup Əsası"
"Students HTML","Tələbələr HTML"
"Group Based on","Qrup Əsası"
"Student Group Name","Tələbə Qrupu Adı"
"Max Strength","Maksimum Say"
"Set 0 for no limit","Limit olmaması üçün 0 təyin edin"
"Instructors","Təlimatçılar"
"Student Group Creation Tool","Tələbə Qrupu Yaratma Aləti"
"Leave blank if you make students groups per year","Tələbə qruplarını illik edirsinizsə boş buraxın"
"Get Courses","Kursları Gətir"
"Separate course based Group for every Batch","Hər Partiya üçün ayrı kurs əsaslı Qrup"
"Leave unchecked if you don't want to consider batch while making course based groups.","Kurs əsaslı qruplar yaradarkən partiyanı nəzərə almaq istəmirsinizsə, işarəni götürün."
"Student Group Creation Tool Course","Tələbə Qrupu Yaratma Aləti Kursu"
"Course Code","Kurs Kodu"
"Student Group Instructor","Tələbə Qrupu Təlimatçısı"
"Student Group Student","Tələbə Qrupu Tələbəsi"
"Group Roll Number","Qrup Siyahı Nömrəsi"
"Student Guardian","Tələbə Qəyyumu"
"Relation","Qohumluq"
"Mother","Ana"
"Father","Ata"
"Student Language","Tələbə Dili"
"Student Leave Application","Tələbə Məzuniyyət Müraciəti"
"Mark as Present","İştirak Edir Kimi İşarələ"
"Student Log","Tələbə Jurnalı"
"Academic","Akademik"
"Achievement","Nailiyyət"
"Student Report Generation Tool","Tələbə Hesabatı Yaratma Aləti"
"Include All Assessment Group","Bütün Qiymətləndirmə Qruplarını Daxil Et"
"Show Marks","Qiymətləri Göstər"
"Add letterhead","Başlıq əlavə et"
"Print Section","Çap Bölməsi"
"Total Parents Teacher Meeting","Cəmi Valideyn-Müəllim İclası"
"Attended by Parents","Valideynlər İştirak Etdi"
"Assessment Terms","Qiymətləndirmə Dövrü"
"Student Sibling","Tələbənin Bacı-Qardaşı"
"Studying in Same Institute","Eyni İnstitutda Oxuyur"
"NO","XEYR"
"YES","BƏLİ"
"Student Siblings","Tələbənin Bacı-Qardaşları"
"Topic Content","Mövzu Məzmunu"
"Amazon MWS Settings","Amazon MWS Parametrləri"
"ERPNext Integrations","ERPNext İnteqrasiyaları"
"Enable Amazon","Amazon-u Aktivləşdir"
"MWS Credentials","MWS Etimadnamələri"
"Seller ID","Satıcı İD"
"AWS Access Key ID","AWS Giriş Açar İD"
"MWS Auth Token","MWS Doğrulama Tokeni"
"Market Place ID","Bazar Yeri İD"
"AE","BƏƏ"
"AU","AV"
"BR","BR"
"CA","KA"
"CN","ÇİN"
"DE","AL"
"ES","İS"
"FR","FR"
"JP","YAP"
"IT","İT"
"MX","MEK"
"UK","BB"
"US","ABŞ"
"Customer Type","Müştəri Növü"
"Market Place Account Group","Bazar Yeri Hesab Qrupu"
"After Date","Tarixdən Sonra"
"Amazon will synch data updated after this date","Amazon bu tarixdən sonra yenilənən məlumatları sinxronlaşdıracaq"
"Sync Taxes and Charges","Vergilər və Məsrəfləri Sinxronlaşdır"
"Get financial breakup of Taxes and charges data by Amazon","Amazon tərəfindən Vergilər və məsrəflər məlumatlarının maliyyə bölgüsünü əldə et"
"Sync Products","Məhsulları Sinxronlaşdır"
"Always sync your products from Amazon MWS before synching the Orders details","Sifariş detallarını sinxronlaşdırmadan əvvəl həmişə məhsullarınızı Amazon MWS-dən sinxronlaşdırın"
"Sync Orders","Sifarişləri Sinxronlaşdır"
"Click this button to pull your Sales Order data from Amazon MWS.","Amazon MWS-dən Satış Sifarişi məlumatlarınızı çəkmək üçün bu düyməni klikləyin."
"Enable Scheduled Sync","Cədvəlli Sinxronizasiyanı Aktivləşdir"
"Check this to enable a scheduled Daily synchronization routine via scheduler","Planlaşdırıcı vasitəsilə gündəlik cədvəlli sinxronizasiya rejimini aktivləşdirmək üçün bunu işarələyin"
"Max Retry Limit","Maksimum Təkrar Cəhd Limiti"
"Exotel Settings","Exotel Parametrləri"
"Account SID","Hesab SID"
"API Token","API Tokeni"
"GoCardless Mandate","GoCardless Mandatı"
